"('model', '')","('method', '')","('target', '')","('penalize_diag', '')","('KL', 'mean')","('KL', 'std')","('L2', 'mean')","('L2', 'std')","('SP', 'mean')","('SP', 'std')","('F1', 'mean')","('F1', 'std')","('MCC', 'mean')","('MCC', 'std')",delta_KL_mean_vs_glasso,delta_KL_mean_vs_rope,delta_L2_mean_vs_glasso,delta_L2_mean_vs_rope,delta_SP_mean_vs_glasso,delta_SP_mean_vs_rope,delta_F1_mean_vs_glasso,delta_F1_mean_vs_rope,delta_MCC_mean_vs_glasso,delta_MCC_mean_vs_rope
1,gelnet,Eigenvalue,True,116.54023977331798,26.23728466190315,13.289148885020857,3.305847634954287,2.7400330041628065,0.5223813111044201,0.5645941693044753,0.13503645483700363,,,,,,,,,,,,
1,gelnet,Identity,True,38.355616317272414,5.770516830158776,6.408968640987096,0.5970109357730092,1.3598862790196877,0.08756389505105594,0.5527778430279414,0.07326638464095848,,,,,,,,,,,,
1,gelnet,MSC,True,39.962132331688665,5.957649564755325,5.9556489805662105,0.5206340789549487,1.2665024896235615,0.07475547061970425,0.5226871402051503,0.04721489803375861,,,,,,,,,,,,
1,gelnet,Regression,True,55.74826925665564,18.080052535574307,5.554234564676991,0.44248131873216223,1.1669375624490088,0.0882828077371472,0.5934217108164388,0.13013702475486275,,,,,,,,,,,,
1,gelnet,TrueDiag,True,103.85050692823128,16.422495511698475,3.7986493826412597,0.9782156611217122,0.8484095043797373,0.16586973123579965,0.6720876261848254,0.132713944003269,,,,,,,,,,,,
1,gelnet,vIdentity,True,38.32379055684639,5.776053421064954,6.407294453694445,0.59113157520063,1.3598592627841,0.0876766895650626,0.5527148173922223,0.07324446899284934,,,,,,,,,,,,
1,glasso,Eigenvalue,True,80.76690697964048,10.652478129568397,8.72397981160495,1.1199670910423147,2.0695997948268783,0.2928049622100733,0.39644620989421625,0.005197357299205446,,,,,,,,,,,,
1,glasso,Identity,True,43.028573507722875,6.143518826158783,6.210777360236849,0.33427709599469985,1.2943674209287421,0.06798636161752199,0.455863563306016,0.004859771812991535,,,,,,,,,,,,
1,glasso,MSC,True,43.00944863424825,6.062037716448675,6.206194337337399,0.3337603719747975,1.2945495480591003,0.06712183859519756,0.45587671916666456,0.004912236460384796,,,,,,,,,,,,
1,glasso,Regression,True,45.749245207145876,6.5184572181960565,6.2019542959118485,0.2600206128839333,1.2771585268861383,0.05550804389955838,0.44942485961404166,0.008029765589855006,,,,,,,,,,,,
1,glasso,TrueDiag,True,61.250527399389625,9.006237405797691,5.9016555019431545,0.13597448092368877,1.1595395343955948,0.03654510925556052,0.42702109795197296,0.011657689915467713,,,,,,,,,,,,
1,glasso,vIdentity,True,42.97062775561313,6.057333962550953,6.208363304065581,0.33576084733885925,1.2949662720485544,0.06678590645452617,0.45595324085788624,0.004844892373149638,,,,,,,,,,,,
1,rope,Eigenvalue,True,177.58873139605672,20.77165825063207,22.822857653683876,2.3064128436434546,4.448085615335214,0.4639255363644461,0.9999739364755174,4.737040495881114e-05,,,,,,,,,,,,
1,rope,Identity,True,39.022546676377345,5.693165695213947,8.253426437510331,0.40447080032829946,1.690951984104728,0.048776815979023364,0.9999424149557339,7.735984973622384e-05,,,,,,,,,,,,
1,rope,MSC,True,31.428197932880916,4.368919782002299,6.151502461807129,0.825744639057723,1.1330761173796802,0.09603649377225479,0.999878758851851,0.00011985719092195399,,,,,,,,,,,,
1,rope,Regression,True,40.06816494825025,7.126848959947974,4.522807611993421,0.22740208280821508,1.0063360759065,0.04161255729692628,0.9998868434988821,0.00011142400199171281,,,,,,,,,,,,
1,rope,TrueDiag,True,62.80981509347427,10.459706758102739,2.339285358244077,0.1397834440486019,0.6068249870034872,0.049566096060204526,0.9998939164310674,0.00010834508952383117,,,,,,,,,,,,
1,rope,vIdentity,True,39.03334952007869,5.718067094045831,8.253157358642124,0.40314285892289753,1.6909550364713188,0.0487867546326794,0.9999478705421893,7.443738555767638e-05,,,,,,,,,,,,
2,gelnet,Eigenvalue,True,38.78898612384107,8.508098215682574,80.37721826321925,7.1156474469096835,15.25443192306024,1.1857668398105257,0.20918294681701588,0.09693988586759197,0.29828606439099625,0.10070863947790215,,,,,,,,,,
2,gelnet,Identity,True,73.46459081356906,13.375011926704284,82.97729841250171,7.0191479498937035,15.755848218623447,1.1885945588726174,0.3190424255013609,0.051097674841312245,0.406329363221179,0.042266426200199846,,,,,,,,,,
2,gelnet,MSC,True,68.71115508715766,14.012117906991344,82.36698196341803,7.070001860864592,15.6554217998902,1.1873884697357886,0.3461183617830611,0.06205331461973123,0.4282695898945515,0.05207978673797527,,,,,,,,,,
2,gelnet,Regression,True,46.12828115183047,17.95111539276657,75.85423200997941,7.133983761619215,14.451457578749617,1.164521930830728,0.08172644989162414,0.04572564372887408,0.13008728770701763,0.08000797510339915,,,,,,,,,,
2,gelnet,TrueDiag,True,50.69393673432332,21.535453106063613,75.70417512604297,7.112818342857932,14.398361978983386,1.1547800116772717,0.07659786145898181,0.04270710700150865,0.11976797256909738,0.07819476050153056,,,,,,,,,,
2,gelnet,vIdentity,True,73.61518954959162,13.467298931761162,82.97760763633394,7.018911349137891,15.756302939948906,1.188776121867542,0.32050215872726007,0.0520550841175238,0.4074950726563842,0.04312569309774873,,,,,,,,,,
2,glasso,Eigenvalue,True,44.6867086986831,12.609640978934019,81.43203429978568,7.062259447581162,15.466540830939385,1.1855587699162173,0.4246330529381767,0.036838832060553356,0.4912952530802257,0.03439384418096893,,,,,,,,,,
2,glasso,Identity,True,67.75519190321091,15.381924493119717,82.96394314821205,7.022393496630422,15.745828734485755,1.1886733682830022,0.3746869230304105,0.041440048935909975,0.45156940472155815,0.033327435288660376,,,,,,,,,,
2,glasso,MSC,True,63.99158548609507,15.50542936784129,82.3520679075015,7.073536434643091,15.643077992129887,1.1876679847302845,0.4180327104123105,0.041889660456855604,0.4856476811991881,0.03654403450987724,,,,,,,,,,
2,glasso,Regression,True,57.29174343605232,14.270109403839259,81.49558718354155,7.039929586161717,15.465059073165149,1.1853544484161138,0.38395262439773453,0.03635744461690613,0.45930399204783223,0.030862045505146936,,,,,,,,,,
2,glasso,TrueDiag,True,57.83961391276103,13.752691216069312,81.4563416687903,7.054448877448601,15.466590818548843,1.185478945000156,0.4056564498731929,0.03651145407402377,0.4763507615868113,0.032789378800355984,,,,,,,,,,
2,glasso,vIdentity,True,67.8150515222972,15.104016916692801,82.96412724114289,7.02247821475107,15.746181001290681,1.1887895626756184,0.37523657686566525,0.03816610013852111,0.4520457927123466,0.030723225014465085,,,,,,,,,,
2,rope,Eigenvalue,True,42.829537108493994,4.068183649927506,78.33386282682777,7.038770766643258,14.94287259514659,1.1595674763575272,0.03921988185066541,6.067366121924263e-06,0.002303874283315512,0.00048307524077194835,,,,,,,,,,
2,rope,Identity,True,44.407413813909706,5.769528273440047,82.52882910939661,7.007297071292711,15.696212745717935,1.1797345126783372,0.03922547712255453,8.776992588568301e-06,0.002564216603727019,0.0006702502588889619,,,,,,,,,,
2,rope,MSC,True,41.32507750729855,5.742233576382136,82.21667130778988,7.032574382531786,15.6459268251054,1.1793261841799234,0.039224389370046575,9.091221433630028e-06,0.0026912456802045217,0.0006770312570541778,,,,,,,,,,
2,rope,Regression,True,102.74802043053809,22.791298524987052,75.10082681656817,7.152744245389783,14.395169143025814,1.1635661611497288,0.03921725560964676,3.6244804677777492e-06,0.0021527676219993876,0.0003160190964222702,,,,,,,,,,
2,rope,TrueDiag,True,112.00711312052526,26.801538892763908,75.60846766991709,7.120149550803194,14.425756053745092,1.1620834054081044,0.039217053590164995,3.272047886703105e-06,0.00211483101888534,0.0002540212522310939,,,,,,,,,,
2,rope,vIdentity,True,44.407413813909706,5.769528273440047,82.52882910939661,7.007297071292711,15.696212745717935,1.1797345126783372,0.03922547712255453,8.776992588568301e-06,0.002564216603727019,0.0006702502588889619,,,,,,,,,,
3,gelnet,Eigenvalue,True,183.16834168162796,14.326358954624752,8.772875654521176,0.42780085518608335,1.396306534263995,0.1686242224983709,,,,,,,,,,,,,,
3,gelnet,Identity,True,126.70424422271272,0.02029022119877219,8.00057392657364,0.001342996703188767,0.8171967026046768,0.024422574315207668,,,,,,,,,,,,,,
3,gelnet,MSC,True,133.88590684817925,0.407135531279942,8.012195115902156,0.0122374313435645,0.8893534572304401,0.03419699931678491,,,,,,,,,,,,,,
3,gelnet,Regression,True,88.76521974051454,5.668460633721796,5.975479391137322,0.2920475286893348,0.7625378695668893,0.03156671216004634,,,,,,,,,,,,,,
3,gelnet,TrueDiag,True,89.53076527689456,5.186774629479297,5.9085514734562725,0.33028988407564563,0.7569095254415484,0.030815065527676815,,,,,,,,,,,,,,
3,gelnet,vIdentity,True,126.70255901089968,0.014820448291926103,8.000477886915045,0.0010176777624431223,0.816136486735661,0.02395953320506263,,,,,,,,,,,,,,
3,glasso,Eigenvalue,True,162.9309619102047,1.004944600600746,8.262463954653082,0.010586888513189285,1.1474080495289707,0.04463828489335744,,,,,,,,,,,,,,
3,glasso,Identity,True,126.70129517689087,0.016185194160225624,8.000389722768988,0.0010682886972996264,0.8124379560744591,0.025329560628234726,,,,,,,,,,,,,,
3,glasso,MSC,True,133.88454914323964,0.40605175592329673,8.012092171164142,0.012184503077500398,0.8875893231998724,0.03556103325309566,,,,,,,,,,,,,,
3,glasso,Regression,True,97.97505744600502,1.1610580346074932,6.448245915073323,0.06479906387732795,0.7655418900094659,0.030854593739267546,,,,,,,,,,,,,,
3,glasso,TrueDiag,True,97.99054764645673,1.1492321538220858,6.449142321886863,0.06395878393543737,0.7657925901307611,0.031017626572299693,,,,,,,,,,,,,,
3,glasso,vIdentity,True,126.70126308023305,0.016355255361464253,8.000385938898098,0.0010590531873299349,0.8128461363472863,0.025478851841893597,,,,,,,,,,,,,,
3,rope,Eigenvalue,True,274.8087586732298,10.972977333351611,11.837644707178457,0.22306247947447438,2.2707377451051594,0.0727231084171302,,,,,,,,,,,,,,
3,rope,Identity,True,148.718324486683,0.49058708013933644,8.635134184948306,0.012452775113628856,1.2482971491668549,0.011716712699122458,,,,,,,,,,,,,,
3,rope,MSC,True,152.51181250861273,0.6013804218310038,8.675487662070092,0.0162736282465587,1.2770089431690843,0.011770805922742577,,,,,,,,,,,,,,
3,rope,Regression,True,80.66335632559874,2.316381479620764,5.65395780804649,0.10368522549863228,1.0163716043439202,0.026827141800117905,,,,,,,,,,,,,,
3,rope,TrueDiag,True,82.86070548876256,2.0029596664097453,5.532011877677797,0.09437089302503063,0.9655144875438385,0.02955305643149095,,,,,,,,,,,,,,
3,rope,vIdentity,True,148.718324486683,0.49058708013933644,8.635134184948306,0.012452775113628856,1.2482971491668549,0.011716712699122458,,,,,,,,,,,,,,
4,gelnet,Eigenvalue,True,54.95792614472095,17.6205062521097,22.465157726260088,1.7816804464773006,8.047234653654673,1.0923746299670078,0.2869223956315511,0.0556879561474031,0.2403473268537546,0.04928298534033395,,,,,,,,,,
4,gelnet,Identity,True,26.049895283666547,0.13570610799251998,25.672115648673913,0.11299484527555897,9.574028261333927,0.5729862620266998,0.3028478434423489,0.050410256552254354,0.2630939939047655,0.027010439927073374,,,,,,,,,,
4,gelnet,MSC,True,27.75827638819116,0.17341884203610403,25.52306318908311,0.12327444585344312,9.513697947840347,0.5717341659822788,0.30503623854192385,0.04715357850358158,0.2634225192161362,0.025704169145366603,,,,,,,,,,
4,gelnet,Regression,True,21.0146138712937,0.43895077281145045,24.93132140595947,0.15721943273538255,9.294890383599524,0.5412939853655709,0.3399596673978464,0.014543250719341257,0.27028315929929325,0.0147288111226277,,,,,,,,,,
4,gelnet,TrueDiag,True,25.307341988328044,0.459470871787648,24.467800222821342,0.44961788716131423,9.086561893967847,0.5693445588525,0.33258070184802857,0.019340192077159205,0.2674190043261499,0.016377169139720007,,,,,,,,,,
4,gelnet,vIdentity,True,26.048762277499456,0.1400799804274969,25.670991627852015,0.11706593863235613,9.573587088721869,0.5734441584200923,0.3037924623305999,0.046898743459785994,0.2627796188002961,0.025384218803590475,,,,,,,,,,
4,glasso,Eigenvalue,True,33.17189965821047,0.2529984347387309,25.105158461540366,0.10878142219191708,9.328624746188579,0.5673456458969041,0.322941904731114,0.019956340394355124,0.2705079375617632,0.017155237301942093,,,,,,,,,,
4,glasso,Identity,True,26.145937775559087,0.13417286257700844,25.701378727109606,0.1229395265372884,9.583299705094195,0.574309440083945,0.27206936791181185,0.06168135989017415,0.253799496282314,0.03463437957093257,,,,,,,,,,
4,glasso,MSC,True,27.880794518530404,0.1596424717468048,25.561478695859353,0.13481479365912266,9.526291351186345,0.5741921272884493,0.2693466032352945,0.06484317768201789,0.2519559035022776,0.03948848669963026,,,,,,,,,,
4,glasso,Regression,True,21.478591163070853,0.291661173764733,25.094549915779837,0.11178965832427144,9.35705441450236,0.5456495868841302,0.3367237575165182,0.01683132296719785,0.2735669115966031,0.015371598913138175,,,,,,,,,,
4,glasso,TrueDiag,True,25.07233895857044,0.12079333905240801,25.136088012439757,0.10505097129794667,9.366749344167257,0.5563732338231028,0.3154351260698245,0.024346117777129313,0.2683971399494509,0.018559919405062703,,,,,,,,,,
4,glasso,vIdentity,True,26.1385079861024,0.12204965619154241,25.697514140236596,0.11764686911115915,9.582148045458322,0.5743932919854579,0.27679464252183034,0.05270627957850209,0.256125697803873,0.029299913808206294,,,,,,,,,,
4,rope,Eigenvalue,True,120.28975058730651,3.561866951235595,19.509577844384964,0.27020796532407715,5.048278565096614,0.33771411009790997,0.16667568113912187,1.6548284254361336e-05,0.004770364887667461,0.0006911795332034055,,,,,,,,,,
4,rope,Identity,True,30.221482639009484,0.16050881210738938,24.486369103954484,0.08598715359349901,9.122619103226215,0.57122546934948,0.16669013317823192,5.8984797417890945e-05,0.004180557434329975,0.00775427819753872,,,,,,,,,,
4,rope,MSC,True,31.138799537816677,0.1950618560456647,24.407535153397134,0.08662942773457405,9.086223112920697,0.5711860417127973,0.16669630704586597,5.352677102914137e-05,0.004984603574969813,0.004868378964407982,,,,,,,,,,
4,rope,Regression,True,23.308846268635737,0.3020463509116951,23.89754040457653,0.10214666961692448,8.885432644537785,0.525933736444601,0.166696863734552,5.369150376509909e-05,0.004813886659583106,0.005963806991046454,,,,,,,,,,
4,rope,TrueDiag,True,33.88307545830633,0.3694632464521782,22.789469962429376,0.09306951983559171,8.22711547873667,0.5141242345520629,0.16668871080533465,4.504812407996066e-05,0.004632336571124513,0.00497798727614605,,,,,,,,,,
4,rope,vIdentity,True,30.221482639009484,0.16050881210738938,24.486369103954484,0.08598715359349901,9.122619103226215,0.57122546934948,0.16669013317823192,5.8984797417890945e-05,0.004180557434329975,0.00775427819753872,,,,,,,,,,
5,gelnet,Eigenvalue,True,87.77092791456712,26.594659280329356,129.88888495521797,9.850720403606667,40.125590571007365,3.768833872281065,0.18494302390001657,0.0783991084499361,0.23683712731979345,0.10356380978027381,,,,,,,,,,
5,gelnet,Identity,True,45.29541015858369,4.260240436001252,141.95167004515397,9.564693276606972,42.693535323219685,3.7379202462648657,0.16068844175689562,0.02261874313360303,0.2205331931166729,0.03260626516372302,,,,,,,,,,
5,gelnet,MSC,True,45.420245508880996,4.276676495673289,141.95792907069844,9.594672701414272,42.70050213106228,3.743542987466924,0.16638770117874777,0.020631110383440766,0.2288164501624339,0.028810044966921293,,,,,,,,,,
5,gelnet,Regression,True,107.67741465293095,45.30470529218428,116.29555436833228,9.646098962762148,35.18083067234109,3.541884111772734,0.14299703785751708,0.05601703595144828,0.17915305824502156,0.08736090791579748,,,,,,,,,,
5,gelnet,TrueDiag,True,137.22355542828157,57.9369649697135,112.0627771018046,9.410004023316127,33.666771737506885,3.2265193941297623,0.12835929031956939,0.04845561039171659,0.15455071681238167,0.08269521753613057,,,,,,,,,,
5,gelnet,vIdentity,True,45.32848378203391,4.294578761412115,141.94516467124598,9.590078192673229,42.69238603553519,3.7405863426990584,0.16060059225245846,0.022322438591243103,0.22046110405344496,0.0322082281086711,,,,,,,,,,
5,glasso,Eigenvalue,True,52.48876454177736,7.3258265915836445,137.06661124866434,9.436706678316412,41.655649851790685,3.728517758870901,0.3148907644033929,0.012357970025822923,0.39097698411597653,0.011539546215303323,,,,,,,,,,
5,glasso,Identity,True,46.015281173187105,5.074431906626464,140.0032094708989,9.505132764055828,42.237572399215296,3.731026598752673,0.1986244893148115,0.005358000355574715,0.2708018945739802,0.006345447384838659,,,,,,,,,,
5,glasso,MSC,True,46.032735236969536,5.000528327942347,139.98118097715377,9.513683416247217,42.23328140811883,3.736847076602144,0.19834766408696727,0.0050409682051216235,0.27047984351941934,0.0059751191228348275,,,,,,,,,,
5,glasso,Regression,True,45.085251194386395,4.393619309083491,136.95946140783087,9.458661518212818,41.54840134505898,3.7328519333849655,0.2939423215824133,0.013084056399648335,0.3710369180130942,0.012546500029642091,,,,,,,,,,
5,glasso,TrueDiag,True,45.8604682000904,4.287297763716166,137.01220600396277,9.438434589096804,41.58721512849162,3.7254619061760272,0.3010345871435847,0.012574334058149785,0.37789249812349057,0.01193094262436418,,,,,,,,,,
5,glasso,vIdentity,True,45.99733839283116,5.0372942172698885,139.99664318962206,9.523670253593563,42.236589875616716,3.7334487792843905,0.19847824768361955,0.0050576991936771305,0.2706347374715623,0.005991817543326917,,,,,,,,,,
5,rope,Eigenvalue,True,158.5312115750631,28.61076995238876,122.63013942925336,9.043192643778486,38.42838472010177,3.6245343413745497,0.07655245125087552,6.679544492159742e-06,0.003025718392868357,0.00037710748671779026,,,,,,,,,,
5,rope,Identity,True,48.02326878893928,4.159644742556778,142.79862579792913,9.552428958709353,42.91044514200776,3.7335497213534423,0.07655887832155979,1.118548240947106e-05,0.0032269859286740655,0.0006175217786872541,,,,,,,,,,
5,rope,MSC,True,48.71397365823022,4.290415491670411,142.58180269589812,9.541406531507084,42.87711413609356,3.7333113767856423,0.07655867020305876,1.1685916582155722e-05,0.0032619241314352366,0.0006768828401556237,,,,,,,,,,
5,rope,Regression,True,204.21853941896308,39.21389421986542,109.97964600562625,7.970551137576817,34.02555638748534,3.241721743117562,0.07655188593470504,5.976999940104848e-06,0.0029886141661709525,0.00032550061491501165,,,,,,,,,,
5,rope,TrueDiag,True,252.4391221268087,46.35964401261249,107.16749562919574,7.92997711920019,33.098974670159905,3.0102556818773087,0.07655194540210578,5.801239294661695e-06,0.0029383584240224776,0.0002278688821091977,,,,,,,,,,
5,rope,vIdentity,True,48.01313838487681,4.153828249718378,142.7922225347553,9.526401188931098,42.90905889288092,3.7342059113122525,0.07655872952003309,1.1051412503853019e-05,0.0032304351334517395,0.0006035927657429315,,,,,,,,,,
6,gelnet,Eigenvalue,True,253.70710893823264,10.00393272984551,696.0556918464869,53.60247383667278,152.6836271652396,9.961361707544471,0.2447109712709794,0.056490954478475505,0.22818063859328036,0.046138701109972084,,,,,,,,,,
6,gelnet,Identity,True,274.6227999857323,9.908981320718228,698.6847984476836,53.61753130176488,153.0945768772396,9.965936461177963,0.2990322750044902,0.050254276100407405,0.2775902179779876,0.03708319992996887,,,,,,,,,,
6,gelnet,MSC,True,269.9298280685746,9.895593207782799,698.2663417930104,53.614377863892614,153.03592579457097,9.964804936900059,0.3002438385485182,0.04907872149876457,0.2777185691582173,0.03673549798785838,,,,,,,,,,
6,gelnet,Regression,True,160.19976553486734,20.924421633167785,686.795711248031,53.295132995335564,150.87523739083576,9.840061806097697,0.09566645358280065,0.006092309993270242,0.012381586557250291,0.014374400861068021,,,,,,,,,,
6,gelnet,TrueDiag,True,155.62021963593378,21.482681365902558,686.3404047912686,53.24895693360667,150.76961725112756,9.830522239773883,0.09542023654007617,0.0060821374412490725,0.010936719687657168,0.013061252200897324,,,,,,,,,,
6,gelnet,vIdentity,True,274.6320419857418,9.90665079355611,698.6839864262205,53.61761985253702,153.09396629265277,9.966099383755807,0.30014302506838947,0.04936785766005261,0.2780597157671983,0.036674230660927405,,,,,,,,,,
6,glasso,Eigenvalue,True,258.9083368084225,9.835629077425194,697.1258512559384,53.60449533617533,152.87089868496093,9.963725381838701,0.3167618530556538,0.031006581900579994,0.28112149185725727,0.032480803949540574,,,,,,,,,,
6,glasso,Identity,True,274.6291670216147,9.903832617111165,698.6866451434842,53.61777798084206,153.09510970820187,9.965793764587925,0.28643895579468104,0.06163075136031337,0.27655986730413823,0.04253590525510583,,,,,,,,,,
6,glasso,MSC,True,269.9199165990885,9.903183772545026,698.2700518982849,53.61386309933188,153.03822442096424,9.964203725609147,0.28644449699744295,0.05930071064573437,0.27652467808788606,0.04136039074155569,,,,,,,,,,
6,glasso,Regression,True,258.8734476075313,9.823602162822738,697.1240139167527,53.60379281116981,152.87126599302596,9.963785886324178,0.3159881577683586,0.031248004350649908,0.28041136903581493,0.03254468402598755,,,,,,,,,,
6,glasso,TrueDiag,True,258.8819761869048,9.825118516420137,697.1243686155851,53.60427150617589,152.87131113587603,9.963404417234196,0.3161405725124474,0.0311329925309535,0.2805353424757006,0.032340407898815274,,,,,,,,,,
6,glasso,vIdentity,True,274.624352448525,9.905984407050077,698.6870663060914,53.61796927049488,153.09561393006615,9.965362360615524,0.2855129423928397,0.06371272299168698,0.276187273038728,0.0437655429927009,,,,,,,,,,
6,rope,Eigenvalue,True,252.19160871006582,12.552450683377534,693.2734653516491,53.573949811129815,152.23393307933327,9.950977047251543,0.09483466830363181,0.0060358045892716485,0.0019579142206313225,0.008731996344372826,,,,,,,,,,
6,rope,Identity,True,278.63506528573106,9.657866037651633,698.0151482115216,53.61284522885246,152.947948011179,9.961367265170225,0.09484436348166257,0.006032505632736782,0.0019896026432667056,0.011625208223386538,,,,,,,,,,
6,rope,MSC,True,276.3727902966293,9.65145586321671,697.7988082219905,53.61112440985471,152.91740863509534,9.960545194616556,0.09483913511707634,0.006031545721719025,0.0018318620796771376,0.010965697348761716,,,,,,,,,,
6,rope,Regression,True,124.44898521952474,14.230994498636136,682.9247985019971,52.735159575723344,150.0736116897267,9.676557733273063,0.09483214466707125,0.0060374443005205706,0.0022436991576715195,0.009087867482043802,,,,,,,,,,
6,rope,TrueDiag,True,115.30066393004753,14.820927129635065,681.4541749188412,52.49936940656714,149.71267599723956,9.622907451162414,0.09482427630422217,0.006030041707944367,-0.012640592489625952,0.027909796629036535,,,,,,,,,,
6,rope,vIdentity,True,278.63506528573106,9.657866037651633,698.0151482115216,53.61284522885246,152.947948011179,9.961367265170225,0.09484436348166257,0.006032505632736782,0.0019896026432667056,0.011625208223386538,,,,,,,,,,
