model,method,target,penalize_diag,KL,KL,L2,L2,SP,SP,F1,F1,MCC,MCC
,,,,mean,std,mean,std,mean,std,mean,std,mean,std
1,gelnet,Eigenvalue,True,111.5133487189144,14.645025938603299,12.675924693205564,1.9865476197143281,2.6258989911535466,0.3447979981677703,0.5258262424541202,0.01637802142585453,,
1,gelnet,Identity,True,37.554122550801,5.598731107375515,6.296847745962845,0.5824902072022025,1.3370770213254801,0.07631355616382829,0.5295886776926175,0.008056795328912437,,
1,gelnet,MSC,True,39.43011265318711,5.72837636884452,5.976101828991403,0.5321575241083295,1.2676167652531227,0.08297240957023538,0.5089278006875545,0.0058883936653939305,,
1,gelnet,Regression,True,59.20903476954146,21.858213953642842,5.594073059972223,0.1519936875376187,1.1737489524129483,0.0412345471949262,0.5688501625068768,0.06493507852021443,,
1,gelnet,TrueDiag,True,107.61416346391772,18.860196453658922,3.82584881561154,0.16957088174206206,0.8639855665870004,0.05040956078361687,0.6602454070879564,0.02275054867767886,,
1,gelnet,vIdentity,True,37.36050826615799,5.5224019057793825,6.302861782140788,0.5770496418329891,1.3368580303282989,0.07606474209467556,0.5286884939019586,0.00783950044769631,,
1,glasso,Eigenvalue,True,79.05357028181615,10.87242252962938,8.68885666881894,1.1836748989257577,2.0574285713380167,0.31315014464306984,0.39635966149143714,0.005651871995255775,,
1,glasso,Identity,True,42.02509416098091,6.381523278059679,6.219540874327416,0.37774945876686605,1.293243926227962,0.0737960351484981,0.4560498170793268,0.005683020809447969,,
1,glasso,MSC,True,41.98432699103284,6.1660730926690555,6.2255633520418,0.3872498566906893,1.2930181748770286,0.07564944028845684,0.45587529093767415,0.00583849491600803,,
1,glasso,Regression,True,45.13577851021844,7.557816475793481,6.194011464445396,0.2697069338665712,1.2740546580107535,0.059611546260148765,0.44917719987953225,0.009811214140602332,,
1,glasso,TrueDiag,True,60.20931236343521,10.341429574138946,5.905075699632809,0.1486992925274701,1.1560276119255968,0.04222677904634677,0.42664884614444687,0.013340303113398627,,
1,glasso,vIdentity,True,41.92937723633885,6.165107023049261,6.23094470229915,0.3947173149129459,1.2938030637264657,0.07433256298420436,0.45578469937924765,0.005713284900844266,,
1,rope,Eigenvalue,True,175.05768553612614,22.18397560307986,22.705205241465347,2.456079237207422,4.409687792400375,0.4786996955998882,0.9999737341083109,5.1009833128751343e-05,,
1,rope,Identity,True,38.401190843528575,6.063213983163029,8.279328809030828,0.4368904403007441,1.6910280287908233,0.05799123841697053,0.9999454449524317,8.176669950551608e-05,,
1,rope,MSC,True,30.971349202271917,4.701761256134599,6.191577050721089,0.8906341325031055,1.1364626174043018,0.10776987480028828,0.9998757274670447,0.00012174985859641806,,
1,rope,Regression,True,39.92435224026159,8.185720957570469,4.529877377102454,0.23083947609814257,1.0070861396116462,0.04906674076535673,0.9999040229530786,9.124908705703058e-05,,
1,rope,TrueDiag,True,62.36214514763008,11.972302040873805,2.343929683642185,0.15584532593023478,0.6080949677095758,0.0608322121767776,0.9998979603056675,9.579396701813492e-05,,
1,rope,vIdentity,True,38.496316446143,5.946260429648217,8.275390999233785,0.44264050653897236,1.6910592453887154,0.0579637215143508,0.9999575694305775,6.762760994942274e-05,,
2,gelnet,Eigenvalue,True,38.0329842126408,7.812656828100721,80.4802164298283,7.124328637635051,15.266097364710633,1.1867161297714381,0.2000726161667928,0.012889995708012874,0.3013070070152888,0.013944765152639134
2,gelnet,Identity,True,72.78234877339503,13.288708309882331,82.97423444775002,7.0478708086025605,15.753611142046843,1.1935210691809581,0.3298191410881611,0.031478835771719685,0.41576058703637025,0.025728596272522077
2,gelnet,MSC,True,68.37522031185199,13.658319635142458,82.36377177382002,7.098677550242486,15.653135668712242,1.191206326229224,0.3640329155283052,0.036637829266464673,0.4435958692645477,0.032391995467872824
2,gelnet,Regression,True,38.93722928312657,5.251484957154715,75.35283938735189,6.8999656937785705,14.333318745572356,1.1373029155865015,0.06196627918460659,0.0044081082736193,0.10922713360008438,0.01149770164316157
2,gelnet,TrueDiag,True,43.4791248522854,7.192759879708058,75.07656829862675,6.985646815321815,14.266001164295453,1.1436780271476297,0.05758554371797977,0.003611431134429946,0.09791230347403976,0.01068378006113382
2,gelnet,vIdentity,True,73.5459277220752,13.73251302496759,82.97449226621627,7.048581095375198,15.75396801929208,1.1941175369386365,0.33170029521799327,0.030596927474828783,0.41756828412537217,0.024459720542094113
2,glasso,Eigenvalue,True,44.64817218285898,12.762204266235402,81.43279894301001,7.09033300409174,15.466089511024784,1.1906224090567414,0.42322298175554257,0.03776144188846343,0.4902618046276849,0.035129819656336644
2,glasso,Identity,True,67.30791459600046,15.101440400767876,82.96327123861181,7.0502711074059,15.745218398528122,1.1928064015142186,0.3714283807718384,0.03897328540457405,0.44934077066788314,0.03171555129458399
2,glasso,MSC,True,63.891439317688466,15.649367623028223,82.35148611359018,7.1021020490296936,15.6424678165852,1.1924572257653638,0.41500358774835516,0.039588824873657155,0.4832929263423151,0.03494521354233059
2,glasso,Regression,True,57.39357692615,14.524608194521035,81.49432292550011,7.069461805792638,15.465206852426434,1.1895049718511486,0.38629950508773625,0.0377488813155659,0.4609995183982427,0.03249907421712648
2,glasso,TrueDiag,True,57.87153529415479,14.084049906852421,81.45619951830996,7.0845317550177365,15.466894975768751,1.1899329592176437,0.405518085950515,0.034956917431703545,0.47625500333221477,0.03211468489812099
2,glasso,vIdentity,True,67.44283049438502,15.33244830699953,82.96349068356469,7.050437104799389,15.745427067655733,1.193425524430396,0.3716467920914006,0.037542265010441674,0.4494138565717406,0.030263581088812115
2,rope,Eigenvalue,True,42.832048944392064,4.109555292248734,78.33440821714284,7.063669801784277,14.942546180742747,1.1638372646196633,0.0392196488247399,6.198949026884602e-06,0.0022960766570535736,0.0005200131515495508
2,rope,Identity,True,44.407413813909706,5.792792594723453,82.52882910939661,7.0355524160399225,15.696212745717935,1.1844915259784403,0.039225477122554524,8.812383831284288e-06,0.002564216603727019,0.0006739128558771593
2,rope,MSC,True,41.32507750729856,5.765387837956743,82.21667130778988,7.060931652334559,15.6459268251054,1.184081550987466,0.03922438937004657,9.127879733281939e-06,0.0026912456802045217,0.00068160584461139
2,rope,Regression,True,102.6709908907121,22.830954623044313,75.095437080726,7.179598375083463,14.394583242234498,1.1683774253715986,0.03921692924396382,2.8623485066830225e-06,0.0020306881432856,0.0
2,rope,TrueDiag,True,112.0617561132222,26.9605834466629,75.62130372012184,7.147947000403973,14.427369206662204,1.1674985522412196,0.0392172400786819,3.6624901012571614e-06,0.002179175570814553,0.00033064163757544714
2,rope,vIdentity,True,44.407413813909706,5.792792594723453,82.52882910939661,7.0355524160399225,15.696212745717935,1.1844915259784403,0.039225477122554524,8.812383831284288e-06,0.002564216603727019,0.0006739128558771593
3,gelnet,Eigenvalue,True,179.1011061013562,1.2571451300978944,8.61963683576952,0.03884218478142095,1.3596330581714389,0.046130405988861936,,,,
3,gelnet,Identity,True,126.70163339603849,0.013056570556997452,8.000412324503616,0.0008518409228503895,0.8146015583168175,0.02418086953095291,,,,
3,gelnet,MSC,True,133.87134296973542,0.40656019053205417,8.011303167605407,0.012167137240213441,0.888384549097553,0.03197299607431727,,,,
3,gelnet,Regression,True,89.8877919966999,1.294924814775425,6.035389613168384,0.0722942264029664,0.7563800500810258,0.026886211495617627,,,,
3,gelnet,TrueDiag,True,90.34345403528523,1.2311885184441278,5.9619710658677585,0.07124220793512583,0.7524920545055549,0.02680526250511852,,,,
3,gelnet,vIdentity,True,126.70339309473034,0.018197988889162634,8.000516833203937,0.0011726334786339174,0.8149235473930123,0.027049747735215773,,,,
3,glasso,Eigenvalue,True,163.201992208785,1.04234886815732,8.264387454687583,0.01190474623002761,1.1505274639844585,0.04147233358175196,,,,
3,glasso,Identity,True,126.70169215210193,0.015960887844708446,8.00041299367258,0.001009703890527096,0.8148126686853766,0.02664356739115012,,,,
3,glasso,MSC,True,133.86925964732424,0.4054596603162547,8.011175419045282,0.012270157249173155,0.8890586334155306,0.034738497911015485,,,,
3,glasso,Regression,True,97.86915877079628,1.040305589675263,6.443046914951367,0.05784665935649053,0.766867882592663,0.027146901193172448,,,,
3,glasso,TrueDiag,True,98.02777734122797,1.0607912832970652,6.452127990732241,0.06001839011535263,0.7685409380918382,0.02749222428299206,,,,
3,glasso,vIdentity,True,126.70533984636262,0.022501780454002283,8.00066739861475,0.0014577295869730442,0.8183276842053945,0.02999668663441375,,,,
3,rope,Eigenvalue,True,273.5881609295659,11.081291696807565,11.852586036694806,0.22789579711794788,2.2785282996209633,0.07545089676867585,,,,
3,rope,Identity,True,148.65743375743813,0.531705015170973,8.636091928029096,0.013356065763022156,1.2503530101082811,0.012418268620914231,,,,
3,rope,MSC,True,152.44160997121776,0.6608865912933388,8.675992281673548,0.01742520057020776,1.2790401548250288,0.01287871578617878,,,,
3,rope,Regression,True,80.60037591570305,2.47532181884861,5.657556722276306,0.09707857237345646,1.0180144091000676,0.027332470813237704,,,,
3,rope,TrueDiag,True,82.81845475874364,2.4003087740097366,5.5334811117199925,0.11185242989058129,0.965237063278342,0.025876512795206644,,,,
3,rope,vIdentity,True,148.65743375743813,0.531705015170973,8.636091928029096,0.013356065763022156,1.2503530101082811,0.012418268620914231,,,,
4,gelnet,Eigenvalue,True,49.2025598882814,1.1804222836602383,22.878112403446053,0.20444260941480671,8.32262885050433,0.46762264990776137,0.29808612175249666,0.007209577434439999,0.26565955066098945,0.008143256107798251
4,gelnet,Identity,True,26.057154688432597,0.10452613846028959,25.66765011597413,0.10791465355258774,9.55746978396264,0.4898438262254098,0.305546997831063,0.035948076278957894,0.2653205947235246,0.019103039609022047
4,gelnet,MSC,True,27.81389850875636,0.15128639501034588,25.53039114891073,0.12068015868641735,9.504202921710865,0.48830913713026747,0.3024604943018258,0.04642870701321783,0.2652197767238369,0.024622358752953044
4,gelnet,Regression,True,21.111745150342834,0.31865835523667085,24.961599763925893,0.10509431192140012,9.2981008364966,0.4641169079682403,0.3471387329147905,0.012066976067498148,0.2760976335576879,0.013638830101403298
4,gelnet,TrueDiag,True,25.063665439323824,0.14120424521060362,24.57629811562674,0.1003920454106689,9.128089960328738,0.4636440282393113,0.34856901250468786,0.010957654186463701,0.27654783960528717,0.012377538548501795
4,gelnet,vIdentity,True,26.083623661846286,0.12146178913135573,25.686436622416696,0.10479237939740739,9.563542834331011,0.4874311406487602,0.29389610109646347,0.050505595973953446,0.2609137055058958,0.024902478907448306
4,glasso,Eigenvalue,True,33.21768897484247,0.25579445651468785,25.11076305136878,0.10444719127791278,9.320315389007845,0.48705875533051274,0.32290298727467975,0.019873631957200703,0.27173830123192344,0.017343003802395358
4,glasso,Identity,True,26.140445883417602,0.10645092352421717,25.698711112891452,0.1007302380978529,9.56819286308997,0.48681502904945134,0.2745246261666435,0.05198898802079035,0.25509526617576717,0.0275718303577683
4,glasso,MSC,True,27.890399571850914,0.14449510583537836,25.549652307052614,0.10754248443414857,9.510064551371324,0.4894043795353785,0.27956337069262427,0.04774731102967063,0.258080768008956,0.024019922585536965
4,glasso,Regression,True,21.519279467739015,0.33136521839141697,25.091413404391947,0.10887514935964648,9.346616925169846,0.4679269079499897,0.33810495667112334,0.017399321194087686,0.27513747363235735,0.015078220853117011
4,glasso,TrueDiag,True,25.072424438775457,0.10541284909573152,25.135272055092837,0.10164224458897865,9.355194993860744,0.4775302090907713,0.3168746263967975,0.02274327303989188,0.26963063083590344,0.016610252583190748
4,glasso,vIdentity,True,26.141547112117756,0.1220006629304858,25.69516960912381,0.11453045617774595,9.566286134991005,0.4912647038528369,0.27409325248475574,0.054596666478897805,0.2534645240410736,0.028194083754771865
4,rope,Eigenvalue,True,119.47075999492635,3.1794428982064984,19.49526456414602,0.2642100257454218,5.044415552750919,0.3228666694411506,0.1666765456110816,1.7486408910299388e-05,0.004840042408604115,0.0007372982049627044
4,rope,Identity,True,30.23053035097783,0.15724685321297732,24.492950062385635,0.07817368384730161,9.102683498355054,0.48927680143686675,0.166691674728733,5.510902999185084e-05,0.004242630846159027,0.006777050384802347
4,rope,MSC,True,31.15968514414473,0.18207103845290634,24.413253070275303,0.07854869866836547,9.067674793438497,0.4887581817749201,0.16669600029244125,5.87818249512436e-05,0.004672348560177308,0.006864188070564656
4,rope,Regression,True,23.248186694819445,0.3026725806364296,23.915959442039185,0.09180635679262891,8.877915988113095,0.4579391012138814,0.16670526378460784,3.656699211988416e-05,0.005621508636280171,0.001604602428950931
4,rope,TrueDiag,True,33.89911093989428,0.39235798460367555,22.795937810369747,0.08711939761331489,8.206718036089693,0.44063895730067304,0.16668179338154465,4.896704026505058e-05,0.003741398476444382,0.007136596202387342
4,rope,vIdentity,True,30.23053035097783,0.15724685321297732,24.492950062385635,0.07817368384730161,9.102683498355054,0.48927680143686675,0.166691674728733,5.510902999185084e-05,0.004242630846159027,0.006777050384802347
5,gelnet,Eigenvalue,True,85.9387820907263,16.468915464667873,129.00968141429112,10.02326237845768,40.29337301324575,3.8442557977922167,0.16737363226598245,0.005584171808771827,0.23155739164465242,0.0074686810350489425
5,gelnet,Identity,True,44.77104727085849,4.241669713364732,141.27918582221193,10.314458288435008,42.934389880645476,3.905628738895721,0.16381010466151757,0.004452622477794927,0.2267774369527324,0.006064612532492574
5,gelnet,MSC,True,44.883103011646654,4.288351547098034,141.2817746546632,10.290910641636723,42.94133166772488,3.900681167481227,0.17001820547474314,0.004558170856877665,0.2351008535635496,0.006011353882426664
5,gelnet,Regression,True,108.56207389894256,28.94236965017121,114.00359671345396,8.552530056706589,34.74779972786184,3.1169671569688284,0.12429005660516726,0.005361713667013256,0.16567173101889907,0.009629656525425204
5,gelnet,TrueDiag,True,139.87756852279762,34.000270373547075,109.36684932983579,8.353986741988127,33.11231345109111,2.942230845234856,0.1096218200387734,0.003133948302533872,0.13744170571141728,0.006683695943385035
5,gelnet,vIdentity,True,44.75836768761273,4.240714559173699,141.29495651025692,10.31117620597966,42.937606796806804,3.9039226630005723,0.1640438980135326,0.003852569107373658,0.22711209824905582,0.005251536066600503
5,glasso,Eigenvalue,True,52.74958754109181,7.6688397402517,136.4704439628889,10.16641920566675,41.892804861085914,3.8682431156340455,0.3131079593128159,0.012279795763154001,0.3893673059715049,0.01156718298131392
5,glasso,Identity,True,45.95896608005088,5.173603952512102,139.42514177541426,10.29289401707463,42.487407110820676,3.890257620584965,0.19840803304398702,0.005441686486465258,0.27056460942932503,0.006432189972089659
5,glasso,MSC,True,46.02278994483497,5.121036593817447,139.42471722025678,10.254085314271299,42.4876470587501,3.877639738362876,0.19846591311767856,0.005683100978823411,0.2706282409546995,0.006713765565329156
5,glasso,Regression,True,44.77150404417059,4.469382461316092,136.37772862058785,10.146148862269632,41.784963256098436,3.8643274598068365,0.29286722614955296,0.014169581390984932,0.36997538845513367,0.013630313970262299
5,glasso,TrueDiag,True,45.581614293385485,4.428496586264784,136.4470527102488,10.155038183189767,41.83028024702497,3.8575808512774556,0.3003683641708572,0.013746968817971461,0.3771392951785259,0.013049527934453097
5,glasso,vIdentity,True,45.963908115095855,5.117826629084852,139.39974128258334,10.202601707066048,42.4811202734404,3.8731443964504777,0.19798987424883752,0.005695324083677025,0.2700631569014716,0.006739107029818562
5,rope,Eigenvalue,True,161.42327822488778,31.805914949403014,121.95092165324009,9.664692968201253,38.591550791891706,3.7665460988455566,0.07655257025506716,6.784411819080831e-06,0.0030201700972874368,0.00037808635270379973
5,rope,Identity,True,47.893422790453336,4.2667810465056055,142.16099419401388,10.327159239508436,43.16207073981169,3.9145106010171657,0.07655896765577344,1.1490775668841332e-05,0.0031749171874452683,0.000662889552570648
5,rope,MSC,True,48.63493345470939,4.440462311519352,141.95295365649432,10.292608929920622,43.132793782115876,3.9068338419232416,0.07655956365996187,1.4326253580650267e-05,0.00353254864512843,0.0008866838997329632
5,rope,Regression,True,208.5785124705248,45.314163351346764,109.39547170896338,8.464297717457063,34.13563229971348,3.101716258124899,0.07655123134226076,4.85832577996375e-06,0.0028939463728214995,0.0
5,rope,TrueDiag,True,256.79184771076467,52.99609107523302,106.5316770818761,8.391699292554074,33.16495128691029,3.01363383191205,0.0765506363213025,4.055959236533897e-06,0.0028939463728215,0.0
5,rope,vIdentity,True,47.95272826128527,4.353108326176621,142.16735174780177,10.329573687503023,43.163421080049005,3.9176400988813587,0.07656090199434798,1.266403724033187e-05,0.0033161569576422947,0.0007278168576889125
6,gelnet,Eigenvalue,True,253.7269133331933,9.357376163074054,697.5612821826107,49.42463451445553,152.9017686452157,9.686941523984027,0.2567364664759446,0.013752461012707088,0.24115296942049,0.017667320431634916
6,gelnet,Identity,True,274.81063100910006,9.348136037321568,700.0412562230855,49.43109291037623,153.2897390093537,9.689857589038622,0.29919337683868663,0.052435031053404954,0.2767542225315367,0.03898734872193833
6,gelnet,MSC,True,270.1175785962685,9.445397062072253,699.6288176935493,49.43342479861411,153.23318868755553,9.69023031031946,0.29747524303125283,0.053510598481591794,0.2758700454879903,0.03973391493512056
6,gelnet,Regression,True,156.73553164787168,16.31423287396803,688.4865972006417,49.132226535050826,151.15713134082634,9.551422466771035,0.09512333766758235,0.006352354744529944,0.010063079300540977,0.010027592910689314
6,gelnet,TrueDiag,True,153.32500277943237,16.39574295553995,688.0509771609452,49.08772585706964,151.0488797658897,9.533819878892173,0.09508492387225712,0.006295556962005164,0.008972781700500136,0.011768183851062463
6,gelnet,vIdentity,True,274.7877620764206,9.394056839633018,700.0420443515562,49.42959235308746,153.29034354245078,9.689160564526402,0.300655627775403,0.045771689059865873,0.27825477055623665,0.03537316671070665
6,glasso,Eigenvalue,True,259.0427736089656,9.326452118331238,698.4827772542088,49.417361848854114,153.0678759535765,9.687991003243885,0.3176917217100528,0.026606955063955575,0.28201435977755196,0.02864453412710092
6,glasso,Identity,True,274.7906109496395,9.386217286099214,700.0440241180222,49.42925591884166,153.29157950644668,9.689039873127633,0.28248599969595395,0.06161662341538969,0.27147076739474446,0.04481201169976111
6,glasso,MSC,True,270.122492553869,9.417635067809572,699.631210658089,49.43538641359068,153.23449020958336,9.690996440667062,0.2795596358638096,0.07163769281813777,0.2702425075494116,0.04928057219638152
6,glasso,Regression,True,259.0215773811338,9.258469478486552,698.4805284737087,49.415965494839796,153.06787233964033,9.688250816844771,0.3176245290285752,0.0267677976789454,0.28244257249811117,0.02806933592541806
6,glasso,TrueDiag,True,259.05062429789365,9.22641053192968,698.4830129125627,49.41073474727606,153.06800428301557,9.688270640490074,0.31690353006833644,0.027096575532570052,0.2813794209124159,0.02853747650971947
6,glasso,vIdentity,True,274.7877232583169,9.391031394103955,700.0447115840589,49.429223117686576,153.29157911089882,9.688901537559856,0.2813528420346835,0.06397913861153735,0.2702078091868759,0.04568389098461201
6,rope,Eigenvalue,True,252.2802679368663,12.613845622790263,694.6283859036398,49.39575297379609,152.41689736506652,9.672321879009177,0.09477865978958634,0.0062933928363541536,-0.002773881477154863,0.019313909506266276
6,rope,Identity,True,279.0008684246489,9.283753560378539,699.3696195027103,49.42080088133796,153.13593484601856,9.68034937503362,0.0948029598523567,0.0062798358609160755,0.003201206666539239,0.0074692464120102746
6,rope,MSC,True,276.7494729134712,9.298532374533611,699.1554927947681,49.42324187149774,153.10536485653896,9.681155144550182,0.09479246891131271,0.006283342249904958,0.0016066470544366844,0.011236994924172716
6,rope,Regression,True,121.78689703379189,16.326225754966828,684.2763163233448,48.65081147526277,150.24642808984166,9.403781824762463,0.09478358297815159,0.006284992957186862,-0.0003820645419564331,0.012667719083479535
6,rope,TrueDiag,True,112.69556721700543,16.696480361826524,682.8303879553066,48.444184788780696,149.87941104284346,9.3191961638474,0.09478371293087026,0.006291450767791963,-0.0018757402669472463,0.018967164724236457
6,rope,vIdentity,True,279.0008684246489,9.283753560378539,699.3696195027103,49.42080088133796,153.13593484601856,9.68034937503362,0.0948029598523567,0.0062798358609160755,0.003201206666539239,0.0074692464120102746
